match_id,player,Speed in first meter,Acceleration in first meter,Deceleration in last meter,Time to achieve Max Speed,Time needed to move 1 m,Time needed to move 0.5 m
Miami_2022_R32_Gauff_Zhang,GAUFF,0.49,4.8,-3.1,0.91,0.6,0.4
Miami_2022_R64_Gauff_Wang,GAUFF,0.4,3.9,-4.6,0.8,0.5,0.3
Miami_2024_R16_Gauff_Garcia,GAUFF,0.27,5.0,-3.7,0.79,0.5,0.3
Miami_2024_R32_Gauff_Dodin,GAUFF,0.88,2.5,-0.8,1.4,0.3,0.2
Miami_2024_R64_Gauff_Podoroska,GAUFF,0.39,6.1,-4.7,0.96,0.8,0.5
RG_2022_LS116_C._Gauff_R._Marino,GAUFF,0.46,6.0,-4.5,0.9,0.6,0.4
RG_2024_1st_Gauff_Avdeeva,GAUFF,0.42,5.4,-5.3,0.96,0.6,0.4
RG_2024_QF_Gauff_Jabeur,GAUFF,0.44,5.7,-4.4,1.27,0.6,0.4
RG_2024_R16_Gauff_Cocciaretto,GAUFF,0.58,4.9,-4.6,0.89,0.6,0.3
RG_2024_R32_Gauff_Yastremska,GAUFF,0.39,5.2,-4.3,0.82,0.6,0.3
RG_2024_R64_Gauff_Zidansek,GAUFF,0.64,4.7,-6.7,1.13,0.5,0.3
RG_2024_SF_Swiatek_Gauff,GAUFF,0.34,4.5,-5.1,0.64,0.5,0.3
Rogers_cup_2022_QF_Gauff_Halep,GAUFF,0.51,3.3,-4.8,0.86,0.5,0.3
Rogers_cup_2022_R32_Rybakina_Gauff,GAUFF,0.48,4.4,-3.9,0.82,0.6,0.3
Rogers_cup_2022_R64_Brengle_Gauff,GAUFF,0.36,5.5,-4.6,0.7,0.6,0.4
Rogers_cup_2024_R16_Gauff_Shnaider,GAUFF,0.35,5.0,-3.2,0.94,0.6,0.3
Rogers_cup_2024_R32_Gauff_Wang,GAUFF,0.64,4.9,-4.1,1.05,0.6,0.3
Rome_2022_R16_Gauff_Sakkari,GAUFF,0.41,5.3,-4.6,0.79,0.7,0.4
Rome_2022_R32_Gauff_Brengle,GAUFF,0.6,4.1,-4.9,0.91,0.5,0.3
Rome_2022_R64_Gauff_Kerber,GAUFF,0.36,5.6,-4.4,0.82,0.6,0.4
Rome_2023_R32_Gauff_Bouzkova,GAUFF,0.47,6.6,-5.6,0.96,0.6,0.4
Rome_2023_R64_Gauff_Putintseva,GAUFF,0.53,4.7,-5.6,0.99,0.6,0.3
Rome_2024_QF_Gauff_Zheng,GAUFF,0.44,4.1,-5.0,0.96,0.5,0.3
Rome_2024_R16_Gauff_Badosa,GAUFF,0.43,5.0,-4.5,0.82,0.6,0.3
Rome_2024_R32_Gauff_Cristian,GAUFF,0.56,5.0,-6.1,1.16,0.7,0.4
Rome_2024_R64_Gauff_Frech,GAUFF,0.62,5.0,-5.3,0.85,0.6,0.4
Rome_2024_SF_Swiatek_Gauff,GAUFF,0.37,4.7,-4.6,0.56,0.6,0.3
San_Jose_2022_QF_Gauff_Badosa,GAUFF,0.38,5.5,-4.4,0.79,0.7,0.4
San_Jose_2022_R32_Gauff_Kalinina,GAUFF,0.65,4.5,-5.4,1.0,0.4,0.3
US_Open_2022_QF_Gauff_Garcia,GAUFF,0.38,3.1,-3.5,0.76,0.4,0.2
US_Open_2023_1st_Siegemund_Gauff,GAUFF,0.41,5.0,-5.0,0.83,0.5,0.3
US_Open_2023_F_Gauff_Sabalenka,GAUFF,0.43,6.5,-4.8,0.82,0.6,0.4
US_Open_2023_QF_Ostapenko_Gauff,GAUFF,0.49,5.8,-4.3,0.93,0.5,0.3
US_Open_2023_R16_Wozniacki_Gauff,GAUFF,0.43,5.0,-4.8,0.81,0.6,0.3
US_Open_2023_R32_Mertens_Gauff,GAUFF,0.47,5.5,-5.0,1.01,0.5,0.3
US_Open_2023_R64_Andreeva_Gauff,GAUFF,0.46,4.0,-4.8,0.78,0.6,0.3
US_Open_2023_SF_Gauff_Muchova,GAUFF,0.48,7.5,-5.2,0.84,0.6,0.4
Washington_2023_F_Sakkari_Gauff,GAUFF,0.51,6.6,-4.3,0.88,0.6,0.4
Washington_2023_QF_Bencic_Gauff,GAUFF,0.41,5.5,-3.9,0.86,0.5,0.3
Washington_2023_R16_Baptiste_Gauff,GAUFF,0.48,6.6,-3.6,0.95,0.6,0.3
Washington_2023_SF_Gauff_Samsonova,GAUFF,0.19,6.4,-1.8,1.01,0.5,0.4
Wimbledon_2021_1st_Jones_Gauff,GAUFF,0.35,6.1,-5.3,0.79,0.5,0.3
Wimbledon_2021_R16_Gauff_Kerber,GAUFF,0.36,5.1,-4.3,0.76,0.5,0.3
Wimbledon_2021_R32_Juvan_Gauff,GAUFF,0.3,5.4,-3.7,0.87,0.5,0.3
Wimbledon_2021_R64_Vesnina_Gauff,GAUFF,0.27,5.0,-2.2,0.81,0.4,0.2
Wimbledon_2022_1st_Gauff_Ruse,GAUFF,0.48,4.0,-4.5,0.68,0.5,0.3
Wimbledon_2022_R32_Gauff_Anisimova,GAUFF,0.46,4.7,-3.8,0.86,0.5,0.3
Wimbledon_2022_R64_Gauff_Buzarnescu,GAUFF,0.38,7.6,-5.0,0.85,0.6,0.4
Wimbledon_2023_1st_Kenin_Gauff,GAUFF,0.33,5.7,-4.4,0.83,0.5,0.3
Seoul_2024_QF_Kudermetova_Haddad-Maia,HADDAD MAIA,0.35,6.0,-4.2,0.87,0.6,0.4
Seoul_2024_SF_Haddad-Maia_Kudermetova,HADDAD MAIA,0.43,4.2,-4.9,0.72,0.6,0.3
Seoul_2024_F_Kasatkina_Haddad-Maia,HADDAD MAIA,0.42,4.9,-4.7,0.92,0.6,0.3
AO_2024_Q_Mensik_Nakashima,NAKASHIMA,0.48,3.8,-3.0,0.76,0.8,0.5
Cincinnati_2024_R16_Nakashima_Rublev,NAKASHIMA,0.43,3.7,-4.9,0.94,0.4,0.2
Cincinnati_2024_R32_Nakashima_Fils,NAKASHIMA,0.42,5.0,-3.6,1.12,0.5,0.3
Cincinnati_2024_R64_Fritz_Nakashima,NAKASHIMA,0.5,4.3,-5.3,0.87,0.6,0.4
Hangzhou_2024_QF_Nakashima_Hijikata,NAKASHIMA,0.41,4.6,-4.7,1.05,0.6,0.4
Hangzhou_2024_R16_Nakashima_Wong,NAKASHIMA,0.46,6.3,-3.9,1.24,0.5,0.3
Hangzhou_2024_SF_Cilic_Nakashima,NAKASHIMA,0.36,4.5,-4.0,0.94,0.6,0.4
Indian_Wells_2024_1st_Eubanks_Nakashima,NAKASHIMA,0.35,7.5,-3.7,1.12,0.6,0.4
Indian_Wells_2024_R64_Nakashima_Lehecka,NAKASHIMA,0.42,6.0,-4.4,0.97,0.6,0.4
Madrid_2024_1st_Nakashima_Bagnis,NAKASHIMA,0.52,8.1,-6.3,0.89,0.6,0.4
Madrid_2024_Q_Nakashima_Bennani,NAKASHIMA,0.52,5.0,-4.6,0.92,0.6,0.3
Madrid_2024_Q_Nakashima_Ugo-Carabelli,NAKASHIMA,0.61,5.4,-5.5,0.99,0.6,0.3
Miami_2024_1st_Tabilo_Nakashima,NAKASHIMA,0.4,6.5,-5.0,0.82,0.6,0.4
Miami_2024_Q_Nakashima_Mmoh,NAKASHIMA,0.42,5.8,-4.9,0.8,0.6,0.4
Queens_2024_R16_Nakashima_Musetti,NAKASHIMA,0.53,5.0,-4.6,0.88,0.6,0.4
Queens_2024_R32_Evans_Nakashima,NAKASHIMA,0.33,6.7,-6.3,1.05,0.6,0.3
RG_2024_R64_Hurkacz_Nakashima,NAKASHIMA,0.55,5.7,-4.7,0.95,0.6,0.4
Rogers_cup_2024_Q_Nakashima_Arseneault,NAKASHIMA,0.42,6.2,-5.4,0.99,0.7,0.4
Rogers_cup_2024_Q_Nakashima_Harris,NAKASHIMA,0.29,7.5,-5.8,0.83,0.6,0.4
Rogers_cup_2024_R16_Nakashima_Rublev,NAKASHIMA,0.41,3.9,-6.0,0.77,0.6,0.4
Rogers_cup_2024_R32_Paul_Nakashima,NAKASHIMA,0.45,4.5,-5.6,1.01,0.5,0.3
Rogers_cup_2024_R64_Shapovalov_Nakashima,NAKASHIMA,0.45,5.0,-5.7,0.95,0.5,0.3
Rome_2024_1st_Kecmanovic_Nakashima,NAKASHIMA,0.4,8.0,-5.2,1.03,0.6,0.4
Rome_2024_Q_Nakashima_Fatic,NAKASHIMA,0.48,6.8,-5.4,1.14,0.6,0.4
Rome_2024_Q_Nakashima_de-Jong,NAKASHIMA,0.37,5.0,-5.0,0.94,0.5,0.3
Stuttgart_2024_R16_Gasquet_Nakashima,NAKASHIMA,0.34,6.2,-5.7,0.94,0.6,0.4
Stuttgart_2024_R32_Eubanks_Nakashima,NAKASHIMA,0.43,7.0,-5.4,1.07,0.6,0.4
Stuttgart_2024_SF_Nakashima_Draper,NAKASHIMA,0.41,5.8,-5.6,0.95,0.5,0.3
Washington_2024_R16_Nakashima_Shelton,NAKASHIMA,0.86,3.9,-5.3,1.4,0.6,0.4
Washington_2024_R32_Nakashima_O'Connell,NAKASHIMA,0.55,3.8,-5.9,0.77,0.5,0.3
Beijing_2024_R64_Wei_Haddad-Maia,HADDAD MAIA,0.28,5.7,-3.2,1.07,0.7,0.4
Beijing_2024_R32_Keys_Haddad-Maia,HADDAD MAIA,0.5,4.3,-3.7,1.03,0.7,0.4
Beijing_2024_F_Sinner_Alcaraz,SINNER,0.46,6.7,-5.6,1.09,0.5,0.3
Beijing_2024_QF_Sinner_Lehecka,SINNER,0.37,4.6,-4.5,0.66,0.6,0.3
Beijing_2024_R16_Sinner_Safiullin,SINNER,0.47,8.3,-6.6,0.87,0.5,0.4
Beijing_2024_R32_Sinner_Jarry,SINNER,0.48,4.7,-6.2,1.05,0.5,0.2
Beijing_2024_SF_Sinner_Bu,SINNER,0.43,5.2,-4.2,0.86,0.5,0.3
Shanghai_2024_F_Sinner_Djokovic,SINNER,0.39,7.4,-3.5,0.91,0.6,0.4
Shanghai_2024_QF_Sinner_Medvedev,SINNER,0.36,5.7,-4.8,0.77,0.5,0.3
Shanghai_2024_R16_Sinner_Shelton,SINNER,0.43,6.7,-4.5,1.3,0.5,0.3
Shanghai_2024_R32_Sinner_Etcheverry,SINNER,0.33,4.5,-4.0,0.88,0.5,0.3
Shanghai_2024_R64_Sinner_Daniel,SINNER,0.19,5.8,-4.1,0.84,0.5,0.3
Shanghai_2024_SF_Sinner_Machac,SINNER,0.4,6.0,-4.6,0.87,0.5,0.3
Beijing_2024_F_Muchova_Gauff,GAUFF,0.54,5.4,-4.6,0.95,0.6,0.3
Beijing_2024_QF_Starodubtseva_Gauff,GAUFF,0.48,4.2,-3.7,0.92,0.6,0.4
Beijing_2024_R16_Osaka_Gauff,GAUFF,0.55,4.4,-4.5,0.93,0.6,0.3
Beijing_2024_SF_Gauff_Badosa,GAUFF,0.38,5.2,-3.3,0.95,0.6,0.4
Cincinnati_2024_QF_Pavlyuchenkova_Badosa,PAVLYUCHENKOVA,0.33,5.6,-5.1,1.03,0.6,0.4
Cincinnati_2024_R16_Zheng_Pavlyuchenkova,PAVLYUCHENKOVA,0.37,3.5,-2.2,0.75,0.6,0.3
Cincinnati_2024_R32_Wozniacki_Pavlyuchenkova,PAVLYUCHENKOVA,0.38,4.9,-3.7,0.99,0.5,0.3
Cincinnati_2024_R64_Pavlyuchenkova_Haddad-Maia,PAVLYUCHENKOVA,0.48,5.7,-4.8,1.13,0.7,0.4
Indian_Wells_2024_R16_Pavlyuchenkova_Kostyuk,PAVLYUCHENKOVA,0.54,5.4,-4.2,0.88,0.5,0.3
Indian_Wells_2024_R32_Haddad-Maia_Pavlyuchenkova,PAVLYUCHENKOVA,0.44,5.8,-5.1,1.06,0.7,0.4
Indian_Wells_2024_R64_Parrizas-Diaz_Pavlyuchenkova,PAVLYUCHENKOVA,0.39,6.1,-4.8,0.64,0.7,0.4
Madrid_2024_R32_Pavlyuchenkova_Kasatkina,PAVLYUCHENKOVA,0.5,10.0,-10.1,0.96,0.6,0.4
Madrid_2024_R64_Pavlyuchenkova_Saville,PAVLYUCHENKOVA,0.64,6.6,-5.1,1.08,0.8,0.5
Miami_2024_R32_Pavlyuchenkova_Alexandrova,PAVLYUCHENKOVA,0.53,5.7,-4.7,1.16,0.7,0.4
Miami_2024_R64_Pavlyuchenkova_Rogers,PAVLYUCHENKOVA,0.37,5.7,-3.9,0.81,0.6,0.3
Rogers_cup_2024_R64_Azarenka_Pavlyuchenkova,PAVLYUCHENKOVA,0.52,9.0,-5.4,0.86,0.7,0.3
Rome_2024_R64_Pavlyuchenkova_Sorribes-Tormo,PAVLYUCHENKOVA,0.44,-1.9,-11.8,1.24,0.5,0.2
San_Diego_2024_QF_Pavlyuchenkova_Kostyuk,PAVLYUCHENKOVA,0.41,4.7,-5.3,0.92,0.6,0.3
San_Diego_2024_R16_Pavlyuchenkova_Wang,PAVLYUCHENKOVA,0.41,4.9,-3.4,0.88,0.6,0.4
US_Open_2024_R32_Swiatek_Pavlyuchenkova,PAVLYUCHENKOVA,0.32,6.0,-3.9,0.86,0.6,0.4
AO_2024_1st_Bergs_Tsitsipas,BERGS,0.49,3.8,-2.3,0.93,0.5,0.3
AO_2024_Q_Sweeny_Bergs,BERGS,0.33,5.8,-4.2,0.95,0.7,0.4
Antwerp_2024_QF_Giron_Bergs,BERGS,0.51,6.9,-4.5,1.14,0.6,0.3
Antwerp_2024_R16_Bergs_Baez,BERGS,0.45,5.3,-4.4,0.73,0.6,0.3
Antwerp_2024_R32_Diaz-Acosta_Bergs,BERGS,0.46,5.6,-5.2,0.93,0.6,0.4
Beijing_2024_Q_Bergs_Moutet,BERGS,0.62,4.7,-5.8,1.03,0.5,0.2
Beijing_2024_Q_Hanfmann_Bergs,BERGS,0.34,8.0,-7.5,0.81,0.5,0.4
Beijing_2024_R32_Bergs_Musetti,BERGS,0.46,4.4,-5.3,0.83,0.5,0.3
Cincinnati_2024_Q_Michelsen_Bergs,BERGS,0.43,4.6,-4.5,1.06,0.5,0.3
Hertogenbosch_2024_Q_Bergs_Jasika,BERGS,0.32,6.6,-5.0,0.97,0.6,0.4
Hertogenbosch_2024_Q_Bergs_Schoolkate,BERGS,0.37,4.4,-4.6,1.15,0.3,0.2
Hertogenbosch_2024_R16_de-Minaur_Bergs,BERGS,0.35,7.9,-6.4,0.91,0.6,0.4
Hertogenbosch_2024_R32_van-Rijthoven_Bergs,BERGS,0.41,5.7,-4.4,0.73,0.6,0.4
Madrid_2024_1st_Van-Assche_Bergs,BERGS,0.4,7.2,-6.3,0.88,0.6,0.4
Miami_2024_Q_Kovacevic_Bergs,BERGS,0.34,5.6,-3.5,0.94,0.7,0.4
Miami_2024_Q_Meligeni-Alves_Bergs,BERGS,0.47,7.2,-6.1,0.97,0.6,0.4
Queens_2024_Q_Mpetshi-Perricard_Bergs,BERGS,0.22,6.0,-3.8,1.16,0.5,0.3
Rome_2024_1st_Bergs_Nadal,BERGS,0.42,6.6,-5.9,0.87,0.5,0.3
Rome_2024_Q_Bergs_Kypson,BERGS,0.4,5.6,-6.4,0.87,0.6,0.4
Rome_2024_Q_Bergs_Shang,BERGS,0.46,7.1,-7.2,0.86,0.6,0.3
Rotterdam_2024_Q_Bergs_Zeppieri,BERGS,0.43,6.2,-5.5,0.91,0.6,0.4
Rotterdam_2024_Q_Rodionov_Bergs,BERGS,0.41,7.0,-5.3,0.81,0.6,0.4
Rotterdam_2024_R32_Bergs_Rublev,BERGS,0.48,2.9,-5.4,1.0,0.4,0.2
Shanghai_2024_1st_Zhang_Bergs,BERGS,0.4,8.6,-4.4,0.98,0.5,0.2
Shanghai_2024_R64_Bergs_Dimitrov,BERGS,0.37,4.4,-4.8,0.9,0.5,0.3
Winston-Salem_2024_R64_Bergs_Opelka,BERGS,0.27,5.7,-5.2,0.83,0.6,0.3
Winston_Salem_2024_R16_Bergs_Michelsen,BERGS,0.47,6.2,-6.3,0.95,0.5,0.3
Winston_Salem_2024_R32_Etcheverry_Bergs,BERGS,0.4,6.1,-5.4,0.8,0.6,0.3
AO_2022_1st_Swiatek_Dart,SWIATEK,0.45,6.1,-4.6,0.75,0.6,0.3
AO_2022_2nd_Swiatek_Peterson,SWIATEK,0.43,5.8,-3.6,0.74,0.6,0.3
AO_2022_3rd_Swiatek_Kasatkina,SWIATEK,0.46,5.6,-2.9,0.9,0.6,0.3
AO_2022_4th_Swiatek_Cirstea,SWIATEK,0.53,6.7,-4.9,0.68,0.5,0.3
AO_2022_QF_Swiatek_Kanepi,SWIATEK,0.51,3.0,-4.8,0.68,0.4,0.2
AO_2023_1st_Swiatek_Niemeier,SWIATEK,0.38,4.7,-5.1,0.77,0.6,0.3
AO_2023_2nd_Swiatek_Osorio,SWIATEK,0.47,4.8,-5.5,0.78,0.6,0.3
AO_2023_4th_Swiatek_Rybakina,SWIATEK,0.47,4.2,-4.2,0.86,0.6,0.3
AO_2024_1st_Swiatek_Kenin,SWIATEK,0.28,5.5,-3.6,0.96,0.7,0.4
AO_2024_R32_Swiatek_Noskova,SWIATEK,0.29,4.0,-3.9,0.71,0.6,0.3
AO_2024_R64_Swiatek_Collins,SWIATEK,0.37,4.6,-4.3,0.87,0.6,0.3
Adelaide1_2022_1st_Swiatek_Saville,SWIATEK,0.42,4.8,-5.2,0.75,0.6,0.3
Adelaide1_2022_2nd_Swiatek_Fernandez,SWIATEK,0.54,6.4,-2.9,1.12,0.5,0.2
Adelaide1_2022_QF_Swiatek_Azarenka,SWIATEK,0.37,6.1,-4.0,0.84,0.6,0.3
Adelaide1_2022_SF_Swiatek_Barty,SWIATEK,0.49,5.3,-4.9,0.83,0.6,0.3
Cincinnati_2023_SF_Swiatek_Gauff,SWIATEK,0.42,4.9,-3.8,0.65,0.6,0.4
Cincinnati_2024_QF_Swiatek_Andreeva,SWIATEK,0.49,7.0,-4.7,1.03,0.6,0.3
Cincinnati_2024_R16_Swiatek_Kostyuk,SWIATEK,0.58,6.5,-4.0,1.36,0.6,0.3
Cincinnati_2024_R32_Swiatek_Gracheva,SWIATEK,0.43,4.7,-4.3,0.85,0.5,0.3
Doha_2023_2nd_Swiatek_Collins,SWIATEK,0.45,5.8,-3.0,0.98,0.6,0.4
Doha_2023_F_Swiatek_Pegula,SWIATEK,0.41,5.3,-4.6,0.91,0.7,0.4
Doha_2024_F_Swiatek_Rybakina,SWIATEK,0.47,4.2,-5.0,0.87,0.5,0.3
Doha_2024_R32_Swiatek_Cirstea,SWIATEK,0.44,4.4,-4.3,0.82,0.5,0.3
Dubai_2024_QF_Swiatek_Zheng,SWIATEK,0.24,4.0,-4.1,0.76,0.5,0.3
Dubai_2024_R16_Swiatek_Svitolina,SWIATEK,0.34,4.6,-3.6,0.87,0.5,0.3
Dubai_2024_R32_Swiatek_Stephens,SWIATEK,0.42,3.2,-4.9,0.67,0.5,0.2
Dubai_2024_SF_Swiatek_Kalinskaya,SWIATEK,0.36,4.9,-3.0,0.69,0.5,0.3
Indian-Wells_2023_R16_Swiatek_Raducanu,SWIATEK,0.43,4.2,-3.1,0.69,0.6,0.3
Indian_Wells_2023_QF_Swiatek_Cirstea,SWIATEK,0.48,6.1,-4.9,0.89,0.6,0.3
Indian_Wells_2023_SF_Swiatek_Rybakina,SWIATEK,0.43,4.2,-4.1,1.05,0.5,0.3
Indian_Wells_2024_F_Swiatek_Sakkari,SWIATEK,0.36,4.3,-4.9,0.77,0.6,0.4
Indian_Wells_2024_QF_Swiatek_Wozniacki,SWIATEK,0.41,4.7,-5.8,0.85,0.5,0.3
Indian_Wells_2024_R16_Swiatek_Putintseva,SWIATEK,0.31,5.0,-2.9,0.94,0.5,0.3
Indian_Wells_2024_R32_Swiatek_Noskova,SWIATEK,0.4,7.8,-4.0,1.23,0.7,0.5
Indian_Wells_2024_R64_Swiatek_Collins,SWIATEK,0.31,6.1,-4.6,0.86,0.6,0.3
Indian_Wells_2024_SF_Swiatek_Kostyuk,SWIATEK,1.02,1.7,-6.2,1.02,0.4,0.2
Madrid_2024_F_Swiatek_Sabalenka,SWIATEK,0.36,6.6,-4.8,0.85,0.6,0.3
Madrid_2024_QF_Swiatek_Haddad-Maia,SWIATEK,0.62,7.0,-4.2,1.01,0.6,0.4
Madrid_2024_R16_Swiatek_Sorribes-Tormo,SWIATEK,0.85,5.1,-4.3,1.16,0.8,0.5
Madrid_2024_R32_Swiatek_Cirstea,SWIATEK,0.28,6.7,-5.1,0.79,0.6,0.4
Madrid_2024_R64_Swiatek_Wang,SWIATEK,0.46,4.5,-4.1,0.82,0.6,0.3
Madrid_2024_SF_Swiatek_Keys,SWIATEK,0.28,6.1,-4.0,0.88,0.6,0.4
Miami_2022_F_Osaka_Swiatek,SWIATEK,0.5,5.8,-2.8,1.02,0.5,0.3
Miami_2024_R16_Swiatek_Alexandrova,SWIATEK,0.43,4.4,-3.2,0.99,0.6,0.4
Miami_2024_R32_Swiatek_Noskova,SWIATEK,0.46,5.0,-4.6,0.93,0.6,0.3
Miami_2024_R64_Swiatek_Giorgi,SWIATEK,0.34,5.7,-5.2,0.81,0.6,0.4
Montreal_2023_QF_Swiatek_Collins,SWIATEK,0.54,3.5,-2.9,0.96,0.5,0.2
Montreal_2023_R16_Swiatek_Muchova,SWIATEK,0.43,3.8,-4.0,0.71,0.5,0.3
RG_2024_1st_Swiatek_Jeanjean,SWIATEK,0.42,7.0,-5.4,1.21,0.6,0.4
RG_2024_F_Swiatek_Paolini,SWIATEK,0.44,6.7,-5.2,0.89,0.6,0.4
RG_2024_QF_Swiatek_Vondrousova,SWIATEK,0.36,4.0,-4.4,0.68,0.5,0.3
RG_2024_R16_Swiatek_Potapova,SWIATEK,0.34,3.6,-5.3,0.54,0.5,0.3
RG_2024_R32_Swiatek_Bouzkova,SWIATEK,0.46,4.4,-5.2,0.78,0.5,0.3
RG_2024_R64_Swiatek_Osaka,SWIATEK,0.35,5.6,-3.9,0.78,0.6,0.3
RG_2024_SF_Swiatek_Gauff,SWIATEK,0.41,5.2,-4.9,0.91,0.6,0.3
Rome_2023_QF_Swiatek_Rybakina,SWIATEK,0.51,4.0,-5.2,0.84,0.5,0.3
Rome_2024_F_Swiatek_Sabalenka,SWIATEK,0.39,5.4,-5.6,0.65,0.5,0.2
Rome_2024_QF_Swiatek_Keys,SWIATEK,0.31,4.6,-4.0,1.07,0.5,0.3
Rome_2024_R16_Swiatek_Kerber,SWIATEK,0.5,4.1,-4.2,0.83,0.6,0.3
Rome_2024_R32_Swiatek_Putintseva,SWIATEK,0.47,3.8,-4.9,1.22,0.5,0.3
Rome_2024_R64_Swiatek_Pera,SWIATEK,0.22,4.6,-4.2,0.43,0.5,0.3
Rome_2024_SF_Swiatek_Gauff,SWIATEK,0.4,6.3,-4.6,0.8,0.6,0.3
US_Open_2022_1st_Swiatek_Paolini,SWIATEK,0.58,8.1,-6.1,1.06,0.7,0.2
US_Open_2022_2nd_Swiatek_Stephens,SWIATEK,0.5,2.9,-3.8,0.7,0.5,0.3
US_Open_2022_3rd_Swiatek_Davis,SWIATEK,0.47,3.9,-3.7,0.77,0.6,0.3
US_Open_2022_4th_Swiatek_Niemeier,SWIATEK,0.47,4.5,-3.8,0.86,0.6,0.3
US_Open_2022_F_Swiatek_Jabeur,SWIATEK,0.5,4.8,-4.4,0.9,0.6,0.3
US_Open_2022_QF_Swiatek_Pegula,SWIATEK,0.45,6.3,-4.4,0.81,0.6,0.3
US_Open_2022_SF_Swiatek_Sabalenka,SWIATEK,0.42,7.5,-4.3,1.13,0.6,0.3
US_Open_2023_1st_Swiatek_Peterson,SWIATEK,0.6,4.0,-1.7,1.17,0.5,0.3
US_Open_2023_R16_Swiatek_Ostapenko,SWIATEK,0.49,4.9,-3.9,0.73,0.6,0.4
US_Open_2023_R32_Swiatek_Juvan,SWIATEK,1.14,1.6,-5.8,0.88,0.4,0.2
US_Open_2023_R64_Swiatek_Saville,SWIATEK,0.83,3.6,-5.9,0.75,0.4,0.2
US_Open_2024_1st_Swiatek_Rakhimova,SWIATEK,0.48,3.6,-5.5,0.84,0.5,0.3
US_Open_2024_QF_Swiatek_Pegula,SWIATEK,0.36,5.7,-5.2,0.87,0.6,0.4
US_Open_2024_R32_Swiatek_Pavlyuchenkova,SWIATEK,0.49,4.8,-3.6,1.02,0.6,0.3
US_Open_2024_R64_Swiatek_Shibahara,SWIATEK,1.24,2.3,-3.6,1.81,0.6,0.3
United_Cup_2023_QF_Swiatek_Trevisan,SWIATEK,0.43,5.3,-4.9,0.95,0.5,0.3
United_Cup_2023_RR_Swiatek_Bencic,SWIATEK,0.43,5.9,-4.1,0.85,0.7,0.4
United_Cup_2023_RR_Swiatek_Putintseva,SWIATEK,0.4,8.2,-1.3,2.08,0.7,0.5
United_Cup_2023_SF_Swiatek_Pegula,SWIATEK,0.32,5.8,-4.6,0.8,0.6,0.4
United_Cup_2024_1st_Swiatek_Haddad-Maia,SWIATEK,0.42,5.9,-4.5,0.82,0.7,0.4
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,SWIATEK,0.46,5.4,-4.6,1.01,0.7,0.3
United_Cup_2024_QF_Swiatek_Kerber,SWIATEK,0.39,6.8,-4.4,1.01,0.7,0.4
United_Cup_2024_R16_Swiatek_Garcia,SWIATEK,0.35,4.1,-3.0,1.1,0.7,0.4
United_Cup_2024_R32_Swiatek_Zheng,SWIATEK,0.37,4.6,-3.4,0.76,0.7,0.4
Wimbledon_2023_1st_Swiatek_Zhu,SWIATEK,0.38,5.0,-4.3,0.79,0.6,0.3
Wimbledon_2023_QF_Swiatek_Svitolina,SWIATEK,0.35,5.3,-4.7,0.79,0.5,0.3
Wimbledon_2023_R16_Swiatek_Bencic,SWIATEK,0.47,3.8,-4.8,0.71,0.5,0.3
Wimbledon_2023_R32_Swiatek_Martic,SWIATEK,0.35,6.0,-3.0,0.98,0.5,0.3
Wimbledon_2023_R64_Swiatek_Sorribes-Tormo,SWIATEK,0.52,8.3,-4.5,0.98,0.7,0.4
WTA_Finals_2024_R32_Swiatek_Krejcikova,SWIATEK,0.4,4.1,-3.9,0.8,0.5,0.3
WTA_Finals_2024_R32_Swiatek_Gauff,SWIATEK,0.44,5.6,-2.6,0.89,0.5,0.3
WTA_Finals_2024_R32_Swiatek_Kasatkina,SWIATEK,0.55,6.7,-3.4,1.02,0.6,0.5
AO_2024_1st_Djokovic_Prizmic,DJOKOVIC,0.3,5.0,-4.3,0.89,0.7,0.4
AO_2024_SF_Djokovic_Sinner,DJOKOVIC,0.3,5.1,-3.2,0.81,0.7,0.4
Shanghai_2024_F_Sinner_Djokovic,DJOKOVIC,0.38,5.5,-5.6,0.78,0.6,0.3
Cincinnati_2023_QF_Fritz_Djokovic,DJOKOVIC,0.44,8.9,-4.7,0.96,0.6,0.3
London_2022_SF_Djokovic_Fritz,DJOKOVIC,0.38,6.1,-4.0,0.81,0.6,0.4
Paris_2021_QF_Djokovic_Fritz,DJOKOVIC,0.2,5.5,-5.1,0.54,0.6,0.3
Rome_2021_R32_Djokovic_Fritz,DJOKOVIC,0.5,5.7,-5.8,0.92,0.6,0.4
Turin_2023_F_Sinner_Djokovic,DJOKOVIC,0.32,5.7,-4.7,1.1,0.4,0.3
Turin_2023_RR_Djokovic_Sinner,DJOKOVIC,0.35,3.4,-3.8,0.78,0.6,0.3
AO_2024_R64_Rybakina_Blinkova,RYBAKINA,0.37,4.3,-2.8,1.13,0.7,0.5
Adelaide_2024_R32_Rybakina_Alexandrova,RYBAKINA,0.44,5.0,-3.6,1.19,0.8,0.4
Adelaide_2024_R64_Rybakina_Bucsa,RYBAKINA,0.42,4.4,-3.9,1.03,0.6,0.3
Brisbane_2024_QF_Noskova_Rybakina,RYBAKINA,0.49,3.9,-3.0,1.03,0.8,0.5
